url,manually_checked_api,active
http://opendata.calstate.edu,,True
https://data.ed.gov,,True
https://data.ox.ac.uk,,True
https://data.southampton.ac.uk,,True
https://datashare.ed.ac.uk,,True
https://deepblue.lib.umich.edu/data,Unknown,True
https://stanfordopendata.org,,True
https://transparencia.ua.es,,True
https://ucopendata.netlify.app,,True
