url,manually_checked_api,active,error_type
dataeuropa.gitlab.io,,False,['HTTPS and HTTP requests failed']
datafloq.com,,False,['HTTPS and HTTP requests failed']
dataforjapan.org,,False,['HTTPS and HTTP requests failed']
datagm.org.uk,,False,['HTTPS and HTTP requests failed']
datainfolocale.opendatasoft.com,,False,['HTTPS and HTTP requests failed']
datainnovation.org,,False,['HTTPS and HTTP requests failed']
datakilder.no,,False,['HTTPS and HTTP requests failed']
datalocale.fr,,False,['HTTPS and HTTP requests failed']
datameti.go.jp,,False,['HTTPS and HTTP requests failed']
datanest.fair-play.sk,,False,['HTTPS and HTTP requests failed']
datanorthyorkshire.org,,False,['HTTPS and HTTP requests failed']
datanova.legroupe.laposte.fr,,False,['HTTPS and HTTP requests failed']
datapilot.american.edu,,False,['HTTPS and HTTP requests failed']
datapoa.com.br,,False,['HTTPS and HTTP requests failed']
datapoint.apa.virginia.gov,,False,['HTTPS and HTTP requests failed']
datar.noip.me,,False,['HTTPS and HTTP requests failed']
daten.hamburg.de,,False,['HTTPS and HTTP requests failed']
dati.asc.regione.umbria.it,,False,['HTTPS and HTTP requests failed']
dati.comune.firenze.it,,False,['HTTPS and HTTP requests failed']
dati.venezia.it,,False,['HTTPS and HTTP requests failed']
datiopen.istat.it,,False,['HTTPS and HTTP requests failed']
datos.argentina.gob.ar,,False,['HTTPS and HTTP requests failed']
datos.aytolalaguna.es,,False,['HTTPS and HTTP requests failed']
datos.diputacionalicante.es,,False,['HTTPS and HTTP requests failed']
datos.gijon.es,,False,['HTTPS and HTTP requests failed']
datos.jalisco.gob.mx,,False,['HTTPS and HTTP requests failed']
datos.misiones.gov.ar,,False,['HTTPS and HTTP requests failed']
datos.montevideo.gub.uy,,False,['HTTPS and HTTP requests failed']
datos.org.py,,False,['HTTPS and HTTP requests failed']
datos.penalolen.cl,,False,['HTTPS and HTTP requests failed']
datos.puebla.gob.mx,,False,['HTTPS and HTTP requests failed']
datos.transparencia.gob.gt,,False,['HTTPS and HTTP requests failed']
datos.tulua.gov.co,,False,['HTTPS and HTTP requests failed']
datos.ua.es,,False,['HTTPS and HTTP requests failed']
datos.upo.gob.es,,False,['HTTPS and HTTP requests failed']
datosabiertos.miraflores.gob.pe,,False,['HTTPS and HTTP requests failed']
datosabiertos.msi.gob.pe,,False,['HTTPS and HTTP requests failed']
datosabiertos.munlima.gob.pe,,False,['HTTPS and HTTP requests failed']
datosabiertos.presidencia.go.cr,,False,['HTTPS and HTTP requests failed']
datosabiertos.sanpedro.gob.mx,,False,['HTTPS and HTTP requests failed']
datospublicos.org,,False,['HTTPS and HTTP requests failed']
delftswa.gitbooks.io,,False,['HTTPS and HTTP requests failed']
deped.gov.ph,,False,['HTTPS and HTTP requests failed']
des.nh.gov,,False,['HTTPS and HTTP requests failed']
developer.matka.fi,,False,['HTTPS and HTTP requests failed']
developer.worldbank.org,,False,['HTTPS and HTTP requests failed']
dgm.gov.do,,False,['HTTPS and HTTP requests failed']
dictionary.cambridge.org,,False,['HTTPS and HTTP requests failed']
dise.in,,False,['HTTPS and HTTP requests failed']
dmme.virginia.gov,,False,['HTTPS and HTTP requests failed']
donnees.ville.quebec.qc.ca,,False,['HTTPS and HTTP requests failed']
donnees.ville.sherbrooke.qc.ca,,False,['HTTPS and HTTP requests failed']
download.aws.dk,,False,['HTTPS and HTTP requests failed']
download.kortforsyningen.dk,,False,['HTTPS and HTTP requests failed']
drdsi.jrc.ec.europa.eu,,False,['HTTPS and HTTP requests failed']
dtp.cancer.gov,,False,['HTTPS and HTTP requests failed']
e-consultaruc.sunat.gob.pe,,False,['HTTPS and HTTP requests failed']
e-data.gov.ua,,False,['HTTPS and HTTP requests failed']
ec.gc.ca,,False,['HTTPS and HTTP requests failed']
eca.knmi.nl,,False,['HTTPS and HTTP requests failed']
ecaidata.org,,False,['HTTPS and HTTP requests failed']
ecwalleye.org,,False,['HTTPS and HTTP requests failed']
edinburghopendata.info,,False,['HTTPS and HTTP requests failed']
education.gov.bh,,False,['HTTPS and HTTP requests failed']
education.gov.gy,,False,['HTTPS and HTTP requests failed']
efahq.goblinmag.com,,False,['HTTPS and HTTP requests failed']
egis3.lacounty.gov,,False,['HTTPS and HTTP requests failed']
egypt.gov.eg,,False,['HTTPS and HTTP requests failed']
eib.opendatasoft.com,,False,['HTTPS and HTTP requests failed']
elezioni.interno.it,,False,['HTTPS and HTTP requests failed']
elitedatascience.com,,False,['HTTPS and HTTP requests failed']
engage.safe.com,,False,['HTTPS and HTTP requests failed']
es.linkedin.com,,False,['HTTPS and HTTP requests failed']
estadisticas.pr,,False,['HTTPS and HTTP requests failed']
etherscan.io,,False,['HTTPS and HTTP requests failed']
evaluacion.snc.gob.ve:8080,,False,['HTTPS and HTTP requests failed']
examples.opendatasoft.com,,False,['HTTPS and HTTP requests failed']
exploredata.gov.ro,,False,['HTTPS and HTTP requests failed']
faostat3.fao.org,,False,['HTTPS and HTTP requests failed']
fedstat.ru,,False,['HTTPS and HTTP requests failed']
fgd.gsi.go.jp,,False,['HTTPS and HTTP requests failed']
form.omni.serpro.gov.br,,False,['HTTPS and HTTP requests failed']
fortress.wa.gov,,False,['HTTPS and HTTP requests failed']
fox59.com,,False,['HTTPS and HTTP requests failed']
fox5sandiego.com,,False,['HTTPS and HTTP requests failed']
fox8.com,,False,['HTTPS and HTTP requests failed']
freebase.com,,False,['HTTPS and HTTP requests failed']
ftp.datagrandest.fr,,False,['HTTPS and HTTP requests failed']
ftp:,,False,['HTTPS and HTTP requests failed']
future4care.opendatasoft.com,,False,['HTTPS and HTTP requests failed']
futurist.law.umich.edu,,False,['HTTPS and HTTP requests failed']
g20-indonesia.id,,False,['HTTPS and HTTP requests failed']
gab-data.atlas-forestier.org,,False,['HTTPS and HTTP requests failed']
gaceta.diputados.gob.mx,,False,['HTTPS and HTTP requests failed']
genius.com,,False,['HTTPS and HTTP requests failed']
geo.irceline.be,,False,['HTTPS and HTTP requests failed']
geo.pays-de-brest.fr,,False,['HTTPS and HTTP requests failed']
geodata.se,,False,['HTTPS and HTTP requests failed']
geodata.utc.edu,,False,['HTTPS and HTTP requests failed']
geolog.org.ua,,False,['HTTPS and HTTP requests failed']
geonames.org,,False,['HTTPS and HTTP requests failed']
geosinager.defensacivil.gob.bo,,False,['HTTPS and HTTP requests failed']
geosrbija.rs,,False,['HTTPS and HTTP requests failed']
geothermaldata.org,,False,['HTTPS and HTTP requests failed']
ggmc.gov.gy,,False,['HTTPS and HTTP requests failed']
gis.atlantaga.gov,,False,['HTTPS and HTTP requests failed']
gis.calhouncounty.org,,False,['HTTPS and HTTP requests failed']
gis.cravencountync.gov,,False,['HTTPS and HTTP requests failed']
gis.glendaleaz.com,,False,['HTTPS and HTTP requests failed']
